Filename,Segment,WC,Analytic,Clout,Authentic,Tone,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
row_0010.txt,1,1426,48.95,71.97,46.04,17.60,13.46,56.31,19.00,12.48,6.03,0.07,3.79,1.68,0.91,6.52,6.59,12.34,8.20,5.54,6.52,0.98,16.34,4.35,2.31,2.52,0.77,1.75,5.61,2.52,3.09,0.28,0.77,0.77,12.41,0.56,0.42,1.05,1.61,11.22,2.10,2.66,1.54,2.66,1.33,3.23,1.40,0.35,0.49,0.28,3.37,0.91,1.82,0.35,0.49,7.22,1.19,0.98,3.30,1.33,1.05,1.19,13.96,1.05,12.27,2.10,6.66,3.51,2.45,0.77,0.70,0.70,0.63,0.28,0.70,0.21,0.35,0.00,0.07,0.07
row_0011.txt,1,757,23.26,47.36,84.46,74.90,11.23,60.63,20.21,15.06,8.72,0.53,3.17,0.40,2.25,5.15,5.02,11.36,8.72,9.11,8.59,0.92,16.78,4.62,2.64,1.45,0.66,4.23,6.08,4.36,1.72,0.40,0.26,0.79,11.89,0.00,0.66,0.40,0.13,18.49,3.17,1.98,2.11,7.40,1.19,6.47,2.51,0.40,1.19,0.92,1.06,0.13,0.40,0.13,0.40,7.13,2.91,1.06,0.92,2.11,0.40,0.53,15.19,0.79,11.23,1.59,5.94,3.17,0.53,1.06,0.00,0.00,0.00,0.13,0.79,0.13,0.53,0.13,0.00,0.00
row_0012.txt,1,1187,57.79,55.69,28.59,24.43,12.22,54.42,17.35,12.22,5.73,0.17,1.60,3.45,1.26,5.14,8.34,11.37,7.25,6.07,5.64,1.60,16.76,3.96,2.27,1.94,0.42,2.70,7.33,3.54,3.62,0.67,1.77,0.42,11.63,0.17,0.42,2.95,0.93,14.32,3.79,1.77,1.68,3.62,1.85,3.62,3.54,1.60,0.93,1.01,1.85,0.59,0.51,0.42,0.08,3.88,0.76,0.51,1.26,1.10,0.34,0.34,14.41,0.51,9.60,1.43,4.30,3.88,1.26,1.18,0.00,0.17,0.17,0.00,2.27,1.01,0.84,0.25,0.00,0.08
row_0013.txt,1,1553,33.00,40.85,76.03,53.62,15.13,60.53,19.32,12.49,8.44,0.26,1.67,0.90,1.22,6.83,6.18,12.23,9.92,7.15,7.86,1.29,17.45,5.92,3.22,2.06,0.77,3.35,7.08,4.19,2.70,0.45,1.35,0.32,10.43,0.77,0.71,0.71,1.16,18.03,4.57,1.93,1.87,5.47,1.74,4.83,2.00,0.71,0.77,0.26,0.77,0.19,0.19,0.00,0.13,7.02,2.64,1.42,1.74,1.67,0.26,0.45,15.33,0.97,10.17,0.97,5.47,3.54,1.22,0.58,0.26,0.32,0.13,0.00,1.22,0.13,0.39,0.58,0.13,0.00
row_0014.txt,1,841,59.12,39.67,83.62,61.86,15.22,56.36,13.44,7.97,5.95,0.71,1.19,0.12,0.00,5.35,6.66,13.91,10.23,7.13,5.95,1.55,19.50,4.88,2.26,0.71,0.83,3.57,5.59,3.69,1.78,0.12,0.95,0.12,7.25,0.24,0.36,0.12,0.36,16.29,3.33,2.62,1.55,3.80,2.73,4.16,1.90,0.36,0.71,0.59,1.55,0.48,0.95,0.12,0.00,6.66,2.26,1.78,1.78,0.95,0.36,1.78,14.51,1.90,15.10,2.26,6.54,6.06,2.62,1.55,0.95,0.48,0.00,0.36,1.07,0.12,0.12,0.48,0.12,0.12
row_0015.txt,1,1166,39.43,42.84,56.33,28.63,15.35,55.49,16.04,9.61,6.09,0.51,1.89,0.69,0.43,6.43,5.57,10.89,9.09,6.60,7.46,1.97,15.87,6.17,3.52,1.54,0.94,3.34,7.72,3.86,3.69,0.51,1.03,0.60,9.26,0.17,0.69,0.26,0.94,19.13,5.49,2.92,1.97,4.55,1.89,4.97,3.43,1.03,1.46,0.77,1.89,0.43,0.86,0.17,0.17,6.35,1.80,1.63,1.97,1.20,0.69,0.94,15.09,0.43,8.06,0.77,3.52,3.77,1.29,1.29,0.00,0.34,0.26,0.60,1.72,0.43,0.34,0.51,0.26,0.17
row_0016.txt,1,1346,54.85,38.59,75.74,56.65,16.05,55.65,17.61,10.77,8.17,0.45,1.34,0.07,0.74,6.84,6.46,12.93,9.14,5.05,5.94,0.89,15.82,4.16,1.49,1.78,0.74,2.38,5.13,3.34,1.71,0.37,0.59,0.37,7.13,0.15,0.52,0.00,0.22,15.01,3.94,2.75,1.71,3.71,1.63,2.67,1.63,0.30,0.22,0.59,1.71,0.37,0.97,0.15,0.07,6.61,1.78,1.34,2.01,0.89,0.97,0.89,14.19,1.11,12.18,1.63,6.09,4.38,1.93,0.89,0.22,0.22,0.82,0.37,0.82,0.07,0.15,0.52,0.07,0.00
row_0017.txt,1,1624,43.04,71.66,60.12,85.87,15.27,58.25,20.63,14.35,7.88,0.49,3.57,2.09,0.31,6.28,6.47,12.19,8.13,6.03,6.65,0.62,16.93,4.86,2.28,2.40,0.86,2.96,7.70,5.42,1.97,0.31,0.68,0.31,13.85,0.31,0.74,2.28,0.92,15.09,3.88,1.42,2.28,4.56,2.46,3.39,2.28,0.62,0.62,0.74,2.03,0.49,0.31,0.12,0.43,7.14,2.83,2.09,1.60,1.42,0.25,1.05,14.35,0.43,11.76,1.42,5.17,4.99,2.28,1.17,0.00,0.62,0.62,0.06,1.29,0.31,0.37,0.62,0.18,0.00
row_0018.txt,1,1514,57.89,72.82,61.30,62.10,15.26,55.55,16.45,10.04,5.22,1.39,2.51,0.33,0.59,6.41,6.74,13.14,9.58,5.42,5.94,0.66,18.03,4.03,2.44,1.65,0.86,2.51,6.41,4.10,2.18,0.07,1.25,0.33,10.83,0.13,0.40,0.13,0.59,15.19,5.42,2.25,1.59,3.50,1.78,2.58,3.04,0.73,1.25,0.92,1.65,0.59,0.40,0.20,0.07,7.00,3.50,0.86,1.59,1.06,0.40,1.06,16.45,0.79,11.43,2.11,5.88,3.30,1.59,0.66,0.00,0.33,0.86,0.07,0.73,0.20,0.07,0.13,0.33,0.00
row_0019.txt,1,1127,78.99,70.60,30.93,79.22,15.26,51.46,11.98,7.36,2.48,0.53,2.40,0.62,1.33,4.61,7.99,13.84,8.70,2.93,7.01,0.89,14.37,6.21,3.19,1.60,0.89,3.19,6.57,4.70,1.77,0.27,0.27,0.35,9.58,0.18,0.09,0.18,0.53,13.58,3.19,2.40,1.51,3.19,1.69,3.46,1.95,0.71,0.62,0.44,1.42,0.71,0.35,0.35,0.18,5.59,1.86,1.42,1.95,0.89,0.18,0.27,11.71,1.60,11.00,1.77,7.10,2.13,2.40,0.98,0.09,0.27,0.62,0.00,0.62,0.27,0.09,0.18,0.09,0.00
row_0020.txt,1,1035,72.77,77.74,37.16,54.88,20.58,50.24,13.72,8.60,2.90,0.97,3.09,0.77,0.87,5.12,6.47,13.43,7.92,4.83,5.31,0.58,13.82,4.44,2.51,1.84,0.39,3.77,4.93,3.00,1.45,0.10,0.58,0.10,10.24,0.10,0.10,0.39,0.48,17.20,4.54,2.71,2.03,4.83,2.61,3.00,2.32,0.77,0.39,0.29,1.06,0.29,0.29,0.10,0.48,5.60,1.45,1.16,2.03,1.16,0.39,0.29,10.72,1.06,11.40,2.03,6.28,3.38,2.13,0.97,0.19,0.19,0.39,0.48,0.68,0.19,0.10,0.00,0.19,0.00
row_0021.txt,1,1088,54.68,74.61,27.78,46.06,15.62,53.58,16.45,9.19,3.77,0.00,3.86,1.29,0.28,7.26,5.79,12.96,6.99,6.25,6.99,1.38,15.07,5.61,3.12,2.30,0.37,2.21,7.26,4.04,2.94,0.92,0.64,0.92,11.21,0.09,0.09,0.64,1.19,14.89,4.50,0.92,2.39,3.77,2.11,3.22,2.39,1.10,0.46,0.83,2.30,0.46,0.92,0.18,0.18,5.15,0.74,0.83,2.48,0.83,0.83,0.55,12.22,0.92,9.65,1.19,5.33,3.12,1.19,0.74,0.18,0.55,0.09,0.37,0.46,0.09,0.00,0.28,0.00,0.09
row_0022.txt,1,1134,40.19,46.12,46.39,67.44,15.78,55.73,18.25,11.20,7.85,0.09,1.50,0.79,0.97,7.05,6.17,10.67,7.32,8.02,6.70,0.97,14.64,5.64,2.73,1.41,1.41,3.00,7.14,4.67,2.47,0.26,0.35,0.35,10.41,0.09,0.44,0.53,0.79,14.99,2.73,2.03,1.68,3.97,2.03,3.97,2.73,0.71,1.32,0.26,2.20,0.26,0.79,0.18,0.44,6.97,2.91,1.32,1.15,1.32,0.53,1.06,12.87,0.44,8.38,0.97,3.79,3.62,1.06,2.03,0.09,0.18,0.00,0.26,2.03,0.18,1.06,0.35,0.18,0.26
row_0023.txt,1,620,49.49,53.23,34.13,85.17,12.58,57.74,18.55,11.94,7.10,0.48,2.90,0.97,0.48,6.61,6.45,13.06,8.39,6.29,7.10,0.32,16.45,4.68,3.87,1.94,0.48,4.19,5.48,4.35,0.97,0.32,0.16,0.32,9.84,0.16,0.16,0.81,0.48,18.55,3.87,1.13,2.74,6.94,1.94,5.00,5.00,1.94,2.26,0.81,1.29,0.65,0.16,0.00,0.16,3.71,1.77,0.48,0.97,0.97,0.00,0.16,14.35,0.97,6.29,0.65,3.87,1.77,1.29,1.45,0.00,0.16,0.48,0.00,0.97,0.00,0.00,0.32,0.65,0.00
row_0024.txt,1,1059,44.07,66.12,49.75,85.31,12.94,57.32,18.04,11.33,5.48,1.42,2.74,0.38,1.32,6.70,6.33,12.37,10.39,5.00,7.37,0.94,18.89,4.91,2.46,1.89,1.04,2.36,6.42,4.82,1.42,0.00,0.09,0.38,10.10,0.00,0.28,0.28,0.94,16.34,3.78,1.79,2.08,4.63,2.46,3.59,2.93,1.70,0.38,0.76,2.08,1.13,0.28,0.38,0.38,5.48,1.79,1.42,1.32,1.04,0.28,1.32,14.07,1.42,10.58,2.08,5.10,3.49,1.89,1.51,0.19,0.00,0.09,0.09,0.94,0.09,0.47,0.19,0.19,0.00
row_0025.txt,1,1071,44.80,52.61,53.79,86.96,11.76,59.57,18.67,12.51,7.38,0.56,3.36,0.75,0.47,6.16,6.63,13.45,9.71,5.32,7.47,1.68,17.55,4.95,3.17,2.52,0.37,3.36,6.44,4.95,1.40,0.19,0.28,0.47,10.46,0.19,0.65,0.47,0.65,15.50,3.08,1.77,2.15,3.83,1.31,4.67,2.33,0.56,1.31,0.19,1.03,0.09,0.56,0.09,0.19,6.26,2.05,0.65,1.68,1.77,0.47,0.37,14.75,0.84,9.34,1.12,6.16,2.33,2.05,1.21,0.00,0.09,0.09,0.00,1.49,0.00,0.65,0.56,0.37,0.00
row_0026.txt,1,1758,30.76,45.03,52.21,61.37,11.26,61.83,21.90,15.59,9.39,0.74,1.02,4.10,0.34,6.31,4.66,14.28,8.53,7.51,8.13,0.85,18.54,5.23,3.07,1.48,0.57,3.53,5.06,3.36,1.48,0.17,0.11,0.51,10.81,0.74,0.06,0.17,4.55,14.96,3.53,1.54,3.19,2.96,1.93,3.41,3.47,0.85,0.85,1.76,1.37,0.28,0.40,0.17,0.57,6.54,1.93,1.48,1.71,1.25,0.57,0.51,15.59,0.91,12.29,1.42,6.03,4.84,1.76,0.57,0.46,0.74,0.06,0.00,1.14,0.17,0.11,0.46,0.28,0.00
row_0027.txt,1,842,69.58,65.70,39.97,89.42,9.62,49.88,15.20,11.28,5.58,0.12,3.68,1.19,0.71,3.92,5.58,13.54,6.06,5.34,4.99,1.31,11.05,4.28,2.49,1.78,0.59,3.09,6.41,5.11,1.31,0.00,0.48,0.48,10.93,0.12,0.59,0.95,1.07,11.28,1.43,1.78,1.43,3.56,1.54,3.33,2.26,0.83,0.71,0.71,3.09,1.19,0.59,0.36,0.59,6.41,1.31,0.95,2.85,1.31,0.48,0.59,10.10,0.71,11.76,1.43,7.13,2.97,0.83,1.31,0.36,0.12,0.12,0.00,4.04,0.48,2.02,0.83,0.59,0.12
row_0028.txt,1,1404,33.84,81.14,58.07,89.84,12.82,60.04,20.51,12.61,5.91,0.85,5.06,0.43,0.36,7.91,5.63,12.54,10.04,7.34,6.55,0.50,19.94,5.34,3.35,2.35,1.14,2.64,6.77,5.20,1.35,0.50,0.21,0.21,12.82,0.00,0.64,0.21,1.00,19.02,5.06,1.78,2.64,6.84,2.14,3.49,2.78,0.93,0.78,0.93,0.43,0.00,0.28,0.14,0.00,6.05,1.92,1.64,1.50,1.28,0.43,0.57,17.45,0.64,10.83,0.78,5.27,4.42,1.35,0.57,0.14,0.28,0.07,0.07,1.57,0.00,0.14,0.21,1.07,0.07
row_0029.txt,1,1534,22.31,31.95,86.58,44.90,15.65,60.82,18.38,11.54,8.87,0.20,2.22,0.07,0.20,6.84,5.15,12.13,10.37,9.91,9.19,1.04,19.43,4.89,3.32,2.02,0.85,2.67,8.02,4.50,3.46,0.98,0.65,0.52,6.98,0.13,0.13,0.07,0.20,19.88,5.74,1.89,2.09,6.19,2.87,4.17,4.17,1.04,0.85,2.22,1.63,0.98,0.46,0.00,0.13,4.37,0.78,0.65,2.22,0.72,0.85,0.59,16.75,0.91,11.02,0.65,5.41,4.82,0.52,0.39,0.20,0.07,0.33,0.07,0.72,0.00,0.39,0.20,0.13,0.00
row_0030.txt,1,1558,26.25,39.36,83.17,79.56,12.07,58.15,19.77,14.18,9.76,0.45,1.48,1.48,1.03,5.58,4.11,12.13,6.80,8.41,10.14,0.96,16.24,5.84,2.37,2.37,0.51,2.70,9.05,5.97,3.02,0.39,0.83,0.45,10.59,0.13,1.03,0.96,1.16,18.04,4.88,2.70,1.73,5.91,1.73,4.49,2.76,0.51,1.03,1.09,1.03,0.13,0.26,0.19,0.19,5.71,2.50,0.71,1.35,0.77,0.51,1.28,13.61,0.51,10.85,1.41,4.88,4.75,1.09,1.73,0.26,0.26,0.13,0.19,1.93,0.00,1.09,0.39,0.39,0.13
row_0031.txt,1,966,9.34,51.24,78.20,44.74,8.07,61.49,21.53,16.87,9.63,1.76,3.93,0.10,1.45,4.66,3.83,8.90,11.59,8.59,7.87,2.59,21.64,4.76,1.45,2.48,0.21,0.72,9.11,5.07,4.04,1.04,1.55,0.72,13.66,0.31,0.52,0.00,0.72,16.15,4.45,1.45,2.28,2.48,1.04,6.42,3.52,1.04,0.93,1.45,2.80,1.35,0.72,0.62,0.00,6.52,3.11,0.62,1.76,0.93,0.62,0.41,19.36,0.52,7.56,1.35,3.93,2.28,0.21,0.72,0.31,0.10,0.21,0.10,2.90,0.41,1.04,0.62,0.83,0.00
row_0032.txt,1,1105,47.28,48.19,66.88,88.58,19.00,57.10,17.29,10.41,6.15,0.27,2.08,0.72,1.18,6.88,7.06,11.95,9.50,5.88,6.97,1.27,15.75,5.34,2.71,1.45,0.81,2.35,6.43,4.98,1.27,0.00,0.36,0.09,9.86,0.36,0.54,0.54,1.18,22.26,6.43,1.63,2.53,5.88,3.98,4.98,2.17,0.72,1.00,0.18,0.36,0.09,0.00,0.09,0.09,5.88,1.81,1.81,1.36,1.81,0.45,0.63,13.76,1.27,9.32,1.09,4.71,3.53,1.99,0.63,0.00,0.09,0.09,0.00,0.90,0.27,0.09,0.45,0.18,0.00
row_0033.txt,1,1307,12.87,54.27,71.92,54.58,13.70,60.21,22.65,14.61,8.49,0.38,2.14,2.14,1.45,8.03,4.44,8.88,11.71,7.57,7.35,0.84,21.35,5.05,2.14,3.06,0.54,1.38,7.19,4.13,2.60,0.77,0.61,0.23,11.94,0.00,0.61,2.68,0.31,18.75,6.66,2.30,2.22,4.67,1.45,4.06,3.14,0.99,0.77,1.15,0.84,0.15,0.00,0.31,0.00,5.97,1.99,0.92,1.68,1.53,0.61,1.30,17.98,1.07,9.64,1.15,4.36,4.44,0.92,0.15,0.15,0.08,0.08,0.00,0.54,0.00,0.15,0.15,0.00,0.00
row_0034.txt,1,988,48.26,50.40,68.47,77.85,11.54,55.97,17.31,11.54,6.88,1.01,2.02,1.11,0.51,5.77,6.38,12.85,8.10,6.98,7.29,1.11,16.40,4.96,3.04,2.13,0.61,2.23,7.49,5.06,2.23,0.20,1.11,0.00,9.41,0.10,0.30,0.81,1.32,16.40,3.74,2.43,2.53,3.04,2.13,3.74,3.34,0.71,1.11,1.21,2.73,1.01,0.00,0.20,1.32,6.07,2.13,0.71,1.21,1.62,0.40,1.42,14.27,1.21,13.16,1.11,6.58,5.57,1.42,1.21,0.10,0.10,0.10,0.10,2.02,0.61,1.01,0.20,0.20,0.00
row_0035.txt,1,322,49.52,34.31,56.96,42.69,12.73,54.66,17.08,13.04,7.76,0.00,3.11,1.55,0.62,4.04,4.66,13.35,6.21,5.59,6.52,3.73,14.29,3.73,1.86,1.24,0.93,1.24,9.63,5.28,4.35,0.31,0.93,1.86,9.01,0.00,0.00,1.55,0.00,14.91,3.42,1.86,3.42,2.17,1.86,4.04,2.17,0.31,0.62,1.24,3.42,1.24,0.62,0.00,0.31,9.32,2.48,2.48,2.48,2.17,1.24,0.00,13.04,2.48,11.80,1.86,5.90,4.35,1.24,0.31,0.00,0.00,1.24,0.00,1.55,0.62,0.00,0.31,0.62,0.00
row_0036.txt,1,1437,26.90,33.80,79.88,73.81,13.29,58.25,18.02,11.34,7.79,0.49,1.67,0.14,1.25,6.68,3.69,12.25,9.19,7.72,8.84,1.74,18.09,5.43,3.48,2.37,1.11,3.62,6.96,4.66,2.09,0.28,0.63,0.28,8.70,0.21,0.07,0.21,0.00,21.22,4.66,2.30,2.57,5.71,2.71,5.36,3.83,1.88,0.97,0.90,1.18,0.28,0.63,0.00,0.00,5.43,1.46,1.11,1.95,1.25,0.35,0.70,16.01,1.60,10.93,1.18,5.36,4.59,1.18,0.49,0.00,0.42,0.14,0.07,1.25,0.14,0.49,0.35,0.21,0.07
row_0037.txt,1,1465,20.62,71.91,54.25,34.03,11.06,62.25,21.84,13.65,5.87,0.89,4.78,1.43,0.68,8.19,4.37,12.22,9.01,6.89,9.01,2.25,19.39,5.05,2.59,2.80,0.55,2.80,5.94,3.21,2.73,0.20,0.82,0.48,14.27,0.00,0.61,1.37,0.55,19.04,4.10,2.32,2.87,5.53,1.64,5.80,4.23,0.68,1.43,1.77,1.43,0.00,0.34,0.41,0.41,5.94,2.46,0.75,1.09,1.09,0.75,0.75,16.79,1.02,10.17,0.89,4.30,4.71,0.61,1.37,0.07,0.20,0.14,0.07,0.75,0.20,0.14,0.20,0.20,0.07
row_0038.txt,1,1361,68.18,65.16,64.89,53.39,15.58,53.49,15.36,9.33,4.41,0.44,3.23,0.96,0.29,6.02,6.69,13.74,7.27,4.56,6.25,1.32,15.65,4.41,2.06,1.84,0.51,1.40,7.35,4.34,2.87,0.51,0.51,0.51,10.73,0.00,0.51,0.73,1.10,15.58,5.07,2.28,1.62,4.19,1.25,4.26,3.53,1.25,0.73,1.25,3.01,0.73,1.10,0.37,0.29,6.32,2.50,1.25,1.69,0.73,0.59,0.88,13.81,0.96,12.12,1.47,7.35,3.38,0.96,1.47,0.29,0.37,0.37,0.00,1.91,0.51,0.29,0.59,0.22,0.15
row_0039.txt,1,1670,42.67,27.07,78.86,42.04,11.74,58.80,17.37,11.62,8.98,0.72,0.60,0.72,0.60,5.75,6.35,12.93,10.12,7.01,7.19,1.14,17.78,4.49,1.86,1.32,0.54,2.22,6.29,3.59,2.69,0.54,1.08,0.06,7.37,0.36,0.12,1.14,0.24,13.53,2.40,1.86,2.04,3.53,1.44,4.49,1.62,0.18,0.54,0.66,1.80,0.54,0.54,0.00,0.48,7.54,1.74,1.80,2.22,1.62,0.54,0.96,16.17,0.78,12.69,1.62,7.31,3.77,2.87,1.08,0.60,0.54,0.06,0.06,0.78,0.18,0.18,0.24,0.24,0.00
row_0040.txt,1,1527,51.11,47.90,59.19,70.16,12.77,59.07,19.97,12.12,7.40,0.39,1.51,2.16,0.65,7.79,6.88,13.88,9.30,5.83,5.57,0.65,18.07,5.11,3.34,1.90,0.92,2.75,5.50,3.86,1.51,0.26,0.65,0.13,9.89,0.26,0.26,0.79,1.83,15.91,4.06,1.51,2.23,5.83,1.38,3.99,3.41,1.77,0.92,0.39,0.65,0.33,0.13,0.07,0.00,6.42,2.10,1.57,1.96,1.31,0.20,1.24,15.13,0.46,11.33,1.44,6.09,3.86,1.90,1.51,0.33,0.79,0.07,0.07,0.98,0.26,0.26,0.13,0.33,0.00
